,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
Saptagiri Grameena Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saraswat Co-Operative Bank Ltd.,6.79,,103.59,0.74,7.18,,,10.76,155.73,,,,107.84,365.26,110.72,362.38,10.88,,190.33,1.16,11.89,,,17.7,295.89,,,,107.64,362.38,95.61,374.41,12.4,,277.56,1.12,14.79,,,16.43,345.45,,,,119.51,374.41,91.21,402.71,15.56,,410.82,0.46,19.02,,,16.66,420.21,,,,415.38,402.72,154.65,663.44,13.43,,365.05,0.55,15.24,,,14.26,375.01,,,,691.46,663.44,628.7,726.2,5.63,,186.18,0.61,6.94,13.93,13.93,8.39,250.73,,,,360.23,726.2,371.61,714.82,5.08,,223.59,0.62,6.6,14.6,14.6,7.75,248.98,,,,342.01,714.82,208.21,848.62,12.66,,461.96,0.62,16.38,15.21,15.21,15.17,527.2,3.72,1.82,,439.63,848.62,290.48,997.77,11.2,,409.2,0.6,12.63,14.02,14.02,13.73,457.43,3.72,0.94,,222,997.77,347.5,872.27,12.59,,474.27,0.72,13.32,14.85,14.85,16.52,563.83,4.63,1.8,,532.53,872.27,211.23,1193.57,12.72,,473.18,0.58,13.36,11.35,11.35,16.01,595.94,4.93,1.56,,499.97,1193.57,443.74,1249.8,13.91,,522.99,0.58,13.26,11.31,11.31,18.17,669.42,4.58,1.04,,308.93,1249.8,358.15,1200.58,10.83,,430.4,0.56,9.05,9.69,9.69,13.34,463.68,3.86,0.65,,308.18,1200.58,402.14,1106.62,14.44,,660.68,0.68,11.96,12.36,12.36,18.12,688.81,3.78,0,,338.16,1106.62,271.88,1172.9,6.64,,342.27,0.91,5.72,16.42,16.42,15.7,687.52,,,,294.33,921.91,529.74,937.49
Sarva U P Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satara Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36,,1.46,,,,,16.38,1.78,,,,,,,,5.84,,0.73,,5.04,,,11.02,1.37,,,,,,,,9.24,,1.51,,,,,8.97,1.51,,,,,,,,5.05,,0.88,0.01,4.27,,,2.88,0.48,,,,,,,,6.41,,1.08,0.34,5.01,,,-0.58,-0.09,,,,,,,
Saurashtra Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29,,14.9,1,,,,11.89,21.25,1.21,0.16,,10.54,9.74,8.18,,13.51,,30.93,1.34,27.14,,,14.55,30.69,,,,26.73,12.1,25.89,12.94,9.73,,22.31,0.87,17.43,,,14.04,35.38,0.93,0.3,,23.07,12.94,21.36,14.64,5.64,,26.82,0.77,10.68,,,14.91,46.86,0.95,,,41.78,14.64,40.96,15.46,3.22,,16.7,0.46,5.85,,,10.63,36.24,0.53,,,34.83,15.46,39.78,10.51,7.67,,38.58,0.84,16.16,,,20.96,95.1,0.37,,,29.17,10.51,29.7,9.99,11.5,,68.13,1.27,21.69,,,22.56,114.31,0.82,,,88.63,9.99,70.54,28.08,2.54,,30.55,0.5,4.77,,,10.76,64.23,0.97,,,103.87,28.08,91.81,40.15,4.14,,33.92,0.5,7.62,,,14.45,88.62,1.56,,,156.4,40.15,123.81,72.74,11.24,,95.47,1.24,18.95,38.91,38.91,18.99,124.75,2.35,,,72.2,72.74,19.46,125.48,23.28,,185.04,2.17,32.63,75.42,75.42,29.36,208.18,2.19,,,107.35,125.48,110.24,122.59,21.43,,178.53,1.83,23.7,72.77,72.77,30.57,242.96,2.87,,,141.03,122.59,81.54,182.08,21.74,,228.22,,22.76,93.02,93.02,27.02,256.06,,,,,,,
Scotia Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,,191.83,2.2,,,,49.18,281.18,,,,0.11,9.63,0.11,9.63,27.15,,246.91,2.24,17.68,,,46.14,380.3,,,,,9.63,,9.63
Shalini Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.12,,0.31,,,,,13.43,0.27,,,,,,,,17.6,,0.44,,9.61,,,15.57,0.38,,,,,,,
Shinhan Bank,24.64,,5.32,1.48,,,,41.48,8.81,,,,,,,,21.24,,5.97,1.6,3.53,,,46.29,12.92,,,,,,,,24.45,,13.15,1.86,5.88,,,47.53,25.28,,,,,,,,26.71,,19.29,1.86,8.05,,,46.68,33.66,,,,,,,,29.62,,24.26,2.28,9.28,,,56.6,46.26,,,,,,,,24.77,,25.4,1.82,6.69,,,52.71,53.87,,,,,,,,26.93,,43.9,2.52,8.63,,,47.06,76.33,,,,,,,,19.6,,43.98,1.78,7.99,,,39.27,88.09,,,,,,,,18.63,,55.8,1.78,7.62,,,35.13,106.17,,,,,,,,19.93,,80.06,2.05,6.64,,,34.97,110.18,,,,,,,,17.39,,65.04,1.42,6.12,,,31.68,113.27,,,,5.83,,5.83,,14.72,,71.81,1.15,6.56,,,26.29,127.41,,,,,,,,10.66,,63.88,0.77,5.31,,,20.04,115.29,,,,,,,,10.95,,73.02,0.86,5.84,,,21.43,139.12,1.46,1.26,,100,,,100,7.02,,52.05,0.53,4.04,,,24.17,178.85,1.36,,,0.04,100,,100.04
Shivalik Mercantile Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73,,10.49,1.04,,,,14.59,15.55,2.29,1.35,,22.47,7.62,17.27,12.82,2.87,,3.28,0.31,4.21,,,1.86,1.91,2.14,1.45,,20.92,12.82,20.65,13.08,3.16,,3.75,0.35,4.7,,,1.93,2.16,1.57,1.19,,31.39,13.08,33.24,11.23,1,,1.94,0.18,1.58,,,-0.39,-0.49,2.83,1.87,,10.48,11.23,1.39,20.32,2.32,,3.29,0.26,3.58,,,4.81,6.39,3.95,2.41,,15.15,20.32,3.71,31.76
Shivalik Small Finance Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-314.29,,-0.66,,,-0.08,-0.08,-414.29,-0.87,,,,,,,,0.57,,0.74,0.05,1.37,0.09,0.09,3.38,4.94,2.89,1.31,,49.44,,16.93,32.51,0.73,,1.53,0.07,1.2,,,2.48,5.41,2.3,1.14,,13.86,32.51,13.83,32.73
Shree Suvarna Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,2.11,,,,,16.04,6.03,,,,,,,,6.53,,3.19,,11.74,,,10.7,5.21,,,,,,,,2.7,,2.16,,,,,9.4,7.49,,,,,,,,3.05,,3.2,0.44,6.25,,,12.76,13.27,,,,,,,
Shreeji Bhatia Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,,0.07,,,,,87.5,0.07,,,,,,,,-19.44,,-0.07,,,,,-19.44,-0.07,,,,,,,,-4.41,,-0.03,,-2.76,,,-4.41,-0.03,,,,,,,,0,,0,,0,,,1.15,0.01,,,,,,,,0,,0,,0,,,1.14,0.01,,,,,,,,9.41,,0.08,,6.5,,,12.94,0.11,,,,,,,,10.94,,0.07,,5.38,,,15.63,0.1,,,,,,,,7.81,,0.05,,3.79,,,11.11,0.07,,,,,,,,8.82,,0.06,,4.49,,,13.43,0.09,,,,,,,
Shri Arihant Co-Op. Bank Ltd.,12.38,,1.12,,,,,11.69,1.05,,,,,,,,9.26,,0.94,,6.96,,,12.55,1.26,,,,,,,,13.61,,1.75,1.52,10.86,9.6,9.6,16.56,2.02,,,,1.84,4.26,1.44,4.66,11.88,,1.69,0.91,9.4,9.8,9.8,16.1,2.27,,,,1.41,4.66,1.94,4.13,8.43,,1.41,0.62,7.08,,,12.94,2.15,,,,0.75,4.13,1.46,3.42,9.75,,1.86,0.59,7.73,,,14.35,2.72,,,,0.65,3.42,1.51,2.55,11.3,,2.57,0.81,9.01,,,15.35,3.47,,,,0.93,2.55,1.06,2.42,5.17,,2.16,,,4.86,,8.31,2.96,,,,,,,,8.6,,3.07,0.21,8.57,2.62,2.62,9.86,3.5,,,,3.55,3.48,1.88,5.15,3.5,,1.18,0.37,3.16,4.37,4.37,4.66,1.56,,,,1.92,5.15,3.34,3.72,4.11,,1.45,0.37,3.78,4.3,,6.66,2.34,6.92,3.85,,6.99,3.72,1.56,9.16,7.95,,2.59,0.16,6.59,1.75,,9.67,3.24,6.82,2.97,,2.96,9.16,0.24,11.87,3.03,,0.92,-0.53,2.25,-6.2,,1.7,0.53,6.82,2.97,,0.41,11.87,1.13,11.14,-0.79,,-0.21,,-0.57,-3.75,,-1.43,-0.43,9,5.27,,5.06,11.14,1.22,14.99,-1.59,,-0.37,,-1.13,7.55,,-0.03,-0.01,,,,,,,
Siam Commercial Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81,,0.09,,,,,15.48,0.24,,,,,,,,27.15,,4.08,,11.42,,,54.63,8.14,,,,,,,,23.93,,6.13,,15.05,,,38.18,9.77,,,,,,,,19.77,,3.71,,8.75,,,41.07,7.52,,,,,,,,17.22,,3.55,2.25,8.94,,,43.1,8.84,,,,,,,7.01,-22.59,,-3.37,-2.28,-8.82,,,13.84,2.06,,,,34.71,7.02,4.62,37.11
Societe Generale,17,,39.59,2.07,10.46,,,25.97,56.93,,,,,,,,3.03,,4.39,0.31,1.16,,,7.6,10.21,,,,1.21,,,1.21,7.67,,20.97,0.8,5.6,,,-15.83,-31.8,,,,,1.21,0.04,1.18,12.4,,31.92,1.17,5.1,,,22.69,56.56,,,,,1.18,0,1.18,12.59,,36.9,1.22,4.07,,,23.4,63.47,,,,,1.18,0.44,0.74,9.12,,28.73,0.88,3.31,,,12.87,37.06,,,,,0.74,0.31,0.43,7.98,,39.51,0.73,4.43,,,16.97,83.02,,,,,0.43,0.43,,2.95,,57.59,0.88,1.45,,,9.31,39.71,,,,,,,,0.13,,0.46,0.01,0.05,,,12.58,46.61,,,,,,,,3.74,17.38,17.38,0.37,1.22,,,19.43,62.23,,1.93,,70,,,70,0.59,,5.51,0.09,0.18,,,24.31,100.3,,3.04,,78.92,70,,148.92,2.63,,42.52,0.54,1.09,,,15.65,112.2,4.77,,,,148.92,70,78.92,15.39,,98.4,0.97,3.36,,,47.2,194.95,6.17,,,,78.92,,78.92,17.1,,66.99,0.7,2.36,,,31.44,112.05,5.34,,,,78.92,,78.92,10.24,,49.98,0.44,1.58,,,17.56,84.8,5.82,,,,78.92,,78.92
Solapur District Central Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,,8.01,,,,,6.79,7.54,,,,,,,,3.62,,2.83,,7.54,,,2.75,3.38,,,,,,,
Sonali Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,,1.3,,,,,60.14,2.67,,,,,,,,31.8,,1.8,,33.9,,,61.17,3.45,,,,,,,
South Gujarat Local Area Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,12.18,,0.53,0.47,20.19,,,12.24,0.52,,,,,,,,-64.45,,-1.72,-14.12,-38.46,,,-30.47,-0.78,,,,3.29,,,3.29,-224.8,,-2.87,-10.89,-140.85,,,-104,-1.3,,48.3,,1.41,3.29,,4.7
South Indian Bank Ltd.,10.67,,233.76,1.07,16.99,2.07,2.06,17.6,371.58,1.32,0.39,,174.25,260.56,223.81,211,11.09,,292.56,1.05,19.32,2.59,2.58,16.24,413.04,1.11,0.29,,106.51,211,87.17,230.34,10.45,,401.66,1.12,22.83,3.55,3.5,13.41,495.19,0.97,0.28,,171.51,230.34,134.69,267.16,10.48,,502.27,1.17,21.02,4.03,4,13.78,629.78,1.36,0.78,,530.06,267.16,363.35,433.87,9.33,,507.5,1,16.79,3.78,3.77,13.36,696.29,1.19,0.78,,628.42,433.87,629.67,432.62,4.14,,307.2,0.56,7.2,2.28,2.27,9.89,547.61,1.71,0.96,,499.95,432.62,289.12,643.45,4.36,,333.27,0.55,7.4,2.47,2.47,9.76,565.69,3.77,2.89,,1609.7,643.45,690.79,1562.36,4.62,333.27,392.5,0.57,7.29,2.61,2.61,13.63,846.02,2.45,1.45,,1697.96,1562.36,2111.31,1149.01,4.21,392.5,334.89,0.43,6.21,1.86,1.85,9.21,597.48,3.59,2.6,,1810.34,1149.01,979.02,1980.3,3.1,,247.53,0.29,4.71,1.37,1.37,8.32,591.32,4.92,3.45,,1847.86,1980.3,696.5,3131.66,1.16,,104.59,0.11,2.02,0.58,0.58,9.73,804.32,4.98,3.34,,1369.59,3131.66,1239.48,3261.77,-1.1,,61.91,0.06,-1.78,0.34,0.34,12.49,993.77,6.97,4.71,,2339.99,3261.77,1458.52,4143.24,-1.76,,44.98,0.04,-2.49,0.21,0.21,5.5,386.93,5.9,2.97,,2159.23,4143.24,2654.38,3648.09,3.66,,775.09,0.73,5.1,3.49,3.49,5.8,430.82,5.14,1.86,,1513.22,3648.09,1453.05,3708.26,8.74,,1070.08,0.93,11.87,5.1,5.09,8.23,742.73,4.5,1.46,,1395.48,3708.26,1483.4,3620.34
South Indian Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66,,0.37,,,,,16.43,0.57,,,,,,,,7.81,,0.31,,10.56,,,10.58,0.42,,,,,,,,4.07,,0.2,,5.69,,,4.39,0.21,,,,,,,,2.64,,0.23,,5.52,,,2.8,0.24,,,,,,,,2.98,,0.33,,6.82,,,4.63,0.5,,,,,,,,2.75,,0.56,,,,,8.43,1.66,,,,,12.6,,12.6,12.18,,3.04,,27.8,,,14.42,3.56,,,,,12.6,,11.56,-74.7,,-17.95,-1.09,-580.91,,,-42.47,-10.15,,,,,11.56,,73.99
Sree Narayana Guru Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.61,,0.21,,,,,23.08,0.18,,,,,,,,23.76,,0.24,,7.41,,,17.2,0.16,,,,,,,,1.75,,0.23,0.35,,,,5.92,0.44,,,,,1.22,0.24,0.97,3.74,,0.26,0.36,3.29,,,7.06,0.49,2.01,0.82,,0.27,0.97,0.55,0.69,3.55,,0.26,0.34,3.1,,,5.4,0.38,1.03,0.8,,0.09,0.69,0.04,0.74,-7.34,,-0.47,-0.66,-6.03,,,3.09,0.21,,,,3.34,0.74,0.03,4.05,-0.46,,0.17,2.42,-0.35,,,6.61,0.43,8.61,5.93,,0.97,4.05,2.22,2.8,-3.98,,-0.25,0.34,-2.87,,,-1.23,-0.08,7.31,4.42,,0.59,2.8,0.66,2.73,3.9,,0.28,0.25,2.68,,,9.32,0.62,5.6,2.74,,0.65,2.73,0.71,2.66
Srinivasaperumal Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,
Standard Chartered Bank - India Branches,21.46,,1906.77,2.87,23.55,,,37.91,3129.83,,1.37,,646.17,613.22,331.39,928,24.52,,2127.04,3.03,22.66,,,45.89,3954.59,,1.4,,733.17,928,565.57,1095.6,21.17,,2059.29,2.44,17.86,,,39.04,3567.46,,0.27,,985.51,1095.6,933.32,1147.79,15.02,,1735.77,1.49,13.41,,,37.46,4006.4,,0.7,,2607.67,1147.79,543.3,3212.16,24.81,,2960.22,2.43,18.88,,,40.39,4749.07,,1.63,,1702.05,3212.16,1034.14,3880.06,11.18,,1584.11,1.2,7.93,,,36.67,4638.91,,0.45,,3008.41,3880.06,1105.83,5782.65,22.65,,3051.45,2.42,13.76,,,43.8,5884.94,8.9,0.34,,1670.08,5782.65,796.34,6656.38,7.97,,1006.5,0.75,3.87,,,40.35,4791.26,14.14,1.07,,5161.21,6656.38,982.05,10835.54,19.49,,2440.43,1.7,9.55,,,37.79,4554.86,10.49,0.18,,2031.81,10835.54,4834.69,8032.66,15.99,,1911.17,1.31,7.32,,,30.18,3483.04,11.69,0.58,,4140.07,8032.66,3731.63,8441.1,17.06,,2168.55,1.38,8.22,,,30.72,3886.98,9.13,0.39,,1419.61,8441.1,3169.93,6690.78,14.87,,2834.68,1.78,7.86,,,39.84,5658.02,3.2,0.8,,2485.21,6690.78,4024.75,5151.24,21.77,,3059.48,1.76,10.28,,,41.51,5659.24,6.15,0.74,,4680.17,5151.24,5157.68,4673.73,25.9,,4468.98,2.64,11.73,,,42.7,5970.08,5.07,0.54,,23806.61,4673.73,3167.99,3886.35,29.04,,4621.37,2.35,12.74,,,40.86,6185.93,3.64,0.44,,1229.32,3886.35,1882.88,2850.69
Standard Chartered Grindlays Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.97,,35.34,,,,,11.79,31.72,,,,,,,,8.43,,34.1,,42.06,,,22.8,91.98,,,,,,,,12.37,,92.01,,54.57,,,31.23,231.81,,,,,,,,4.05,,33.05,,14.61,,,11.43,92.86,,,,,,,,2.82,,19.24,,7.86,,,12.36,83.85,,,,,,,,10.56,,77.48,,27.74,,,23.87,174.58,,,,,,,,6.75,,59.11,,15.19,,,17.83,155.21,,,,,,,,8.4,,94.37,,19.08,,,18.98,213.22,,,,,,,,17.35,,230.07,,37.25,,,34.8,461.62,,,,,,,,11.86,,175.91,,25.83,,,26.52,396.05,,,,,,,,11.51,,180.13,3.65,23.85,,,31.24,457.66,,,,161.58,310.48,106.3,,5.13,,77.13,0.72,10.59,,,21.43,316.87,,0.41,,153.33,198.94,59.63,292.64,8.57,,-393.23,2.48,20.07,,,6.87,84.46,,0.59,,85.97,292.64,220.47,158.14
State Bank Of Bikaner & Jaipur [Merged],9.92,,164.5,1.06,27.19,329,329,22.78,377.98,,4.96,,118.9,715,218.32,585.12,11.41,,203.28,1.13,26.27,406.55,406.55,24.45,433.3,,4.13,,167.26,585.12,172.09,580.29,14.56,,301.52,1.49,30.02,603.04,603.04,32.54,668.34,,1.24,,95.8,580.29,192.43,483.66,3.26,,205.65,0.88,5.92,411.3,411.3,10.28,225.52,,1.61,,129.46,483.66,213.61,399.51,10.86,,145.03,0.53,18.68,290.07,290.07,16.45,369.36,,1.18,,150.69,399.51,161.47,388.73,10.66,,305.8,1,19.98,611.61,611.61,20.32,575.76,,1.09,,243.26,388.73,168.96,463.03,8.76,,315,0.87,18.34,63,63,17.47,611.22,,0.83,,291.99,463.03,317.71,437.31,8.11,,403.45,0.92,18.94,80.69,80.69,17.32,755.18,,0.85,,336.02,437.31,283,490.33,9.52,,455.16,0.93,19.59,84.16,84.16,19.96,913.19,,0.77,,516.7,490.33,395.18,611.85,9.84,,550.88,0.96,21.56,101.53,101.53,20.46,1105.98,2,0.83,,616.71,611.85,393.16,835.4,9.44,,652.03,0.99,20.08,95.05,95.05,21.1,1450.53,3.3,1.92,,1571.93,835.4,755.86,1651.47,8.86,,730.24,0.96,17.06,104.32,104.32,20.37,1667.67,3.62,2.27,,1627.88,1651.47,1159.86,2119.49,8,,731.69,0.87,14.64,104.53,104.53,17.96,1610.69,4.18,2.76,,2123.54,2119.49,1510.25,2732.78,7.81,,776.87,0.84,13.76,110.98,110.98,20.54,2023.28,4.14,2.54,,1687.45,2732.78,1475.09,2945.14,5.83,,850.6,0.83,9.73,121.51,121.51,21.19,2250.5,4.82,2.75,,2719.49,2945.14,2061.87,3602.76
