,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
Dhanlaxmi Bank Ltd.,12.47,,12.99,611.22,,,12.99,611.22,,12.99,,,,10.81,,11.8,1013.14,,,11.8,1013.14,,11.8,,,,8.79,,9.49,827.66,,,9.49,827.66,,9.49,,,,9.89,,11.06,904.51,,,11.06,904.51,,11.06,,,,,,10,0,8.67,,8.67,,,10,8.67,1.74,6.93,,,9.71,,9.59,,9.59,,,9.71,9.59,2.17,7.42,,,,,7.51,503.78,7.51,503.78,,,7.51,1.39,1.39,,,,,10.26,608.69,10.26,608.69,,,10.26,1.25,9.01,,,,,13.87,826.44,13.87,826.44,,,13.87,3.27,10.6,,,,,13.75,826.91,13.75,826.91,,,13.75,3.18,10.57,,,,,14.41,885.94,14.41,885.94,,,14.41,3.73,10.69,,,,,14.47,876.28,14.47,876.28,,,14.47,3.16,11.31,,,,,12.98,878.76,12.98,878.76,,,12.98,2.67,10.31,,,,,12.32,883.85,12.32,883.85,,,12.32,1.77,10.55,,,,,12.71,948.12,12.71,948.12,,,,,
Doha Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doha Bank Q S C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.23,,163.23,,,,163.23,,,163.23,,,,48.26,,48.26,,,,48.26,,,48.26,,,,38.52,,38.52,,,,38.52,,,38.52,,,,30.64,,30.64,,,,30.64,,,30.64,,0.31,30.33,30.47,,,,,,30.47,,,,,0.66,29.81,26.87,,,,,,26.87,,,,,0.81,26.06,,,,,31.54,313.29,31.54,313.29,,,,0.8,30.74,,,,,28.26,306.32,28.26,306.32,,,,0.86,28.26,,,,,29.34,352.58,29.34,352.58,,,,0.98,29.34
Dombivli Nagari Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.48,,12.48,,,,,,,,,,,14.1,,14.1,,,,,,,,,,,13.53,,13.53,,,,,,,,,,,12.77,,12.77,,,,,,,,,,,12.42,,12.42,,,,,,,,,,,13.38,376.33,13.38,376.33,,,,,,,,,,14.99,333.74,14.99,333.74,,,,,,,,,,15.6,367.69,15.6,367.69,,,,,
Dresdner Bank A.G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,9.1,,,,,,,16.89,,,,,,16.89,,,,,,,19.36,,,,,,19.36,,,,,,,18.69,,,,,,18.69,,,,,,,10.66,,,,,,10.66,,,,,,,39,,,,,,39,,,,,,
Equitas Small Finance Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.86,146.87,46.86,146.87,,,,,,,,,,32.78,284.43,32.78,284.43,,,,,,,,,,38.63,655.57,38.63,655.57,,,,,,,,29.63,,29.63,704.72,29.63,704.72,,29.63,,,,,,35.51,,,,35.51,,,35.51,,,,,,29.63,,29.63,,29.63,,,29.63,,,,,,22.44,,22.44,,22.44,,,22.44,,,,,,23.61,,23.61,,23.61,,11257.48,23.61,,,,,3279.38,24.18,,24.18,,24.18,3279.38,13564.7,24.18,,,,,,25.16,,25.16,4040.01,25.16,4040.01,16054.99,25.16,,,,,,23.8,,23.8,4727.25,23.8,4727.25,19864.32,23.8,,,,,,21.7,,21.7,5372.71,21.7,5372.71,24761.88,21.7,,,
Esaf Small Finance Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27,,16.27,,,,,,,,,16.92,,16.92,,16.92,,3147.18,16.92,,,,,,27.59,,27.59,,27.59,,4032.22,27.59,,,,,,24.03,,24.03,1285.22,24.03,1285.22,5348.19,24.03,,,,,,24.23,,24.23,1562.65,24.23,1562.65,6448.9,24.23,,,,,,18.63,,18.64,1632.17,18.64,1632.17,8757.82,18.63,,,,,,19.83,,,,19.83,,9436.6,19.83,,,,,,,,,,23.27,,,,23.27,3.57,19.7
Excellent Co-Operative Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,21.08,,,,,,21.08,,,,,,,,,,,,,,,,,,,,22.12,,,,,,22.12,,,,,,,21.38,,,,,,21.38,,,,,,
Federal Bank Ltd.,17.27,,18.36,5076.85,,,18.36,5076.85,,18.36,,,,15.39,,,5461.84,,,15.39,5461.84,,,,,,13.83,5881.38,,5881.38,,,13.83,5881.38,,,,,,13.09,6417.78,,6417.78,,,13.09,6417.78,,,,,,,,,,15.14,6972.42,15.14,6972.42,,,15.14,0.55,14.59,,,,,15.46,7865.02,15.46,7865.02,,,15.46,0.65,14.81,,,,,13.93,8125.48,13.93,8125.48,,,13.93,0.57,13.36,,,,,12.39,8955.33,12.39,8955.33,,,12.39,0.58,11.81,,,,,14.7,12212.77,14.7,12212.77,,,14.7,0.52,14.18,,,,,14.14,13260.18,14.14,13260.18,,,14.14,0.76,13.38,,,,,14.35,15175,14.35,15175,,,13.35,1.06,13.29,,,,,14.62,16322.74,14.62,16322.74,,,14.62,0.77,13.85,,,,,15.77,19275.8,15.77,19275.8,,,15.77,1.34,14.43,,,,,14.81,23244.5,14.81,23244.5,,,14.81,1.79,13.02,,,,,16.13,30596.09,16.13,30596.09,,,16.13,1.52,14.61
Fincare Small Finance Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01,,,,,,18.01,,,,,,,21.82,,,,,,21.82,,,,,,,20.79,,,,,,20.79,,,,,,,20.97,,,,,,20.97,,,,,,,,,,,48.44,,48.44,,,,,,,,,23.3,409.38,23.3,409.38,23.3,409.38,,23.3,,,,,,23.63,684.39,23.63,684.39,23.63,684.39,,23.63,,,,,,29.28,1058.91,29.28,1058.91,29.28,1058.91,,29.28,,,,,,29.56,1116.06,29.56,1116.06,29.56,1116.06,,29.56,,,,,,22.32,1242.86,,,23.32,1242.86,,22.32,23.32,,19.48,,,20.04,1267.09,,,20.04,1267.09,,20.04,,,
Firstrand Bank Ltd.,,,,,,,,,,,,,,120.19,,74.73,137.82,,,74.73,137.82,,74.73,,,,94.81,,94.81,361.8,,,94.81,361.8,,94.81,,,,61.47,,61.47,359.59,,,61.47,359.59,,61.47,,,,,,47.84,302.46,47.84,,47.84,302.46,,47.84,47.84,0.34,47.5,,,,,40.53,,40.53,,,,40.53,0.31,40.22,,,,,36.32,,36.32,,,,36.32,0.4,35.95,,,,,25.79,,25.79,,,,25.79,0.43,25.36,,,,,21.51,,21.51,,,,20.51,0.32,20.19,,,,,29.92,,29.92,,,,28.92,0.49,28.43,,,,,29.18,,29.18,,,,29.18,0.64,28.54,,,,,29.99,,29.99,,,,29.99,0.9,29.09,,,,,46.03,268.02,46.03,268.02,,,,,,,,,,188.04,314.07,188.04,314.07,,,,,,,,,,218.1,323.64,218.1,323.64,,,,,
Ganesh Bank Of Kurundwad Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,,,,,,8.04,,,,,,,8.22,,,,,,8.22,,,,,,,9.14,,,,,,9.14,,,,,,
Global Trust Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Bombay Co-Op. Bank Ltd.,22.93,,,,,,22.93,,,,,,,19.91,,,,,,19.91,,,,,,,17.69,,,,,,17.69,,,,,,,16.89,,,,,,16.89,,,,,,,13.22,,,,,,13.22,,,,,,,13.25,,,,,,13.25,,,,,,,13.36,,,,,,13.36,,,,,,,11.82,,,,,,11.82,,,,,,,10.42,,,,,,10.42,,,,,,,10.15,,,,,,10.15,,,,,,,12.68,,,,,,12.68,,,,,,,15.01,135.6,,,,,15.01,135.6,,,,,,16.77,136.35,,,,,16.77,136.35,,,,,,17.67,134.38,,,,,17.67,134.38,,,,,,19.51,147.28,,,,,19.51,147.28,,,,,
Gujarat Industrial Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat State Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H D F C Bank Ltd.,16.45,27040.79,17.44,27237.75,,,17.44,27237.75,154983.01,17.44,,,,15.32,31514.22,16.22,32358.56,,,16.22,32358.56,193960.26,16.22,,,,15.71,40012.53,0,0,,,15.71,40012.53,0,0,,,,15.94,51447.43,16.8,51400.36,,,16.8,51400.36,305878.89,16.8,,,,,,,,16.07,55510.07,16.07,55510.07,,,16.07,4.3,11.77,,,,,16.79,70966.29,16.79,70966.29,,,16.79,3.13,13.66,,,,,15.53,82275.96,15.53,82275.96,,,15.53,2.31,13.22,,,,,14.55,93131.96,14.55,93131.96,,,14.55,1.76,12.79,,,,,14.82,118540.37,14.82,118540.37,,,14.82,1.57,13.25,,,,,17.11,159457.64,17.11,159457.64,,,,,,,,,,33.66,184257.85,33.66,184257.85,,,,,,,,,,18.79,212546.3,18.79,212546.3,,,18.79,1.23,17.56,,,,,18.9,255734.5,18.9,255734.5,,,18.9,1.03,17.87,,,,,19.26,305564.85,19.26,305564.85,,,19.26,2.13,17.13,,,,,18.8,464002.82,18.8,464002.82,,,19.02,2.03,16.99
H S B C Bank Oman S A O G,14.21,,,,,,14.21,,,,,,,18.86,,,,,,18.86,,,,,,,14.62,,,,,,14.62,,,,,,,16.48,,,,,,16.48,,,,,,,13.52,,,,,,13.52,,,,,,,9.58,,,,,,9.58,,,,,,,10.99,,,,,,10.99,,,,,,,25.13,,23.09,,,,23.09,,,23.09,,,,25.17,,25.17,16.91,,,25.17,16.91,,25.17,,,,41.08,,41.08,25.74,,,41.08,25.74,,41.08,,,,,,45.64,35.29,,,45.64,35.29,,45.64,,,,,,52.01,71.48,,,52.01,71.48,,52.01,,,,,,55.77,93.83,,,55.77,93.83,,55.77,,,,,,70.01,,,,70.01,,,70.01,,,,,,54.81,,,,54.81,,,54.81,,,
Haryana Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hongkong & Shanghai Banking Corpn. Ltd.,,,18.03,9914.45,,,18.03,9914.45,,18.03,,,,18.03,11245.85,,11245.84,,,18.03,11245.84,,,,,,16.04,12370.59,,12370.59,,,16.04,12370.59,77106.36,,,,,17.1,13157.59,17.1,13157.59,,,17.1,13157.59,76957.44,17.1,,,,,0,17.38,14547.65,17.36,14544.38,17.36,14544.38,83702.15,17.38,17.36,1.47,15.89,,,,,14.84,15576.71,14.84,15576.71,0,,14.84,1.11,13.73,,,,,15.99,17483.24,15.99,17483.24,,,15.99,0.68,15.31,,,,,18.76,18889.41,18.76,18889.41,,,18.76,0.72,18.04,,,,,18.48,19472.33,18.48,19472.33,,,18.48,0.66,17.82,,,,,17.89,21296.19,17.89,21296.19,,,17.89,1.01,16.88,,,,,16.11,23142.54,16.11,23142.54,,,16.11,1.73,14.38,,,,,17.07,24423.15,17.07,24423.15,,,17.07,1.93,15.14,,,,,16.5,27038.71,16.5,27038.71,,,16.5,1.71,14.79,,,,,16.6,34626.72,16.6,34626.72,,,16.6,1.6,15,,,,,15.88,38019.84,15.88,38019.84,,,,,
Hooseini Co-Operative Credit Socy. Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I C I C I Bank Ltd.,19.14,61418.34,,,,,19.14,61418.34,,,,,,17.63,69499.49,19.54,,,,19.54,69499.49,341497.95,19.54,,,,16.26,75072.23,,,,,16.26,75072.23,,,,,,16.9,84273.25,18.74,82835.51,,,18.74,82835.51,441943.5,18.74,,,,,,19.08,93028.45,17.7,88251,17.7,88251,487696.81,19.08,,,,,,,,17.02,92744,17.02,92744,,,17.02,4.24,12.78,,,,,16.64,100995,16.64,100995,,,16.64,3.55,13.09,,,,,17.39,,17.39,,,,17.39,3.03,14.36,,,,,18.42,,18.42,,,,18.42,2.5,15.92,,,,,16.89,,16.89,,,,16.89,1.8,15.09,,,,,16.11,,16.11,,,,16.11,1.39,14.72,,,,,19.12,150146.98,19.12,150146.98,,,19.12,1.06,18.06,,,,,19.16,169313.03,19.16,169313.03,,,19.16,0.81,18.35,,,,,18.34,196282.29,18.34,196282.29,,,18.34,0.74,17.6,,,,,16.33,224227.48,16.33,224227.48,,,16.33,0.73,15.6
I D B I Bank Ltd.,10.83,,,,,,10.83,,,,,,,12.16,,13.64,,,,13.64,,,13.64,,,,12.84,,14.58,,,,14.58,,,14.58,,,,12.09,,13.13,,,,13.13,,,13.13,,,,0,,13.13,,11.68,,11.68,,,13.13,11.68,3.89,7.79,,,13.2,,11.76,,11.76,,,13.2,11.76,3.58,8.18,,,,,11.67,,11.67,,,,11.67,2.78,8.89,,,,,10.7,,10.7,,,,10.7,2.89,7.81,,,,,10.41,,10.41,,,,10.41,2.68,7.73,,,,,11.58,,11.58,,,,11.58,2.45,9.13,,,,,13.31,,13.31,,,,,,,,,,,15.59,24553,15.59,24553,,,,,,,,,,19.06,29459,19.06,29459,,,,,,,,,,20.44,33467,20.44,33467,,,,,,,,,,22.26,39297,22.26,39297,,,22.26,2.15,20.11
I D B I Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,,,,,,17.9,,,,,,,9.82,,,,,,9.82,,,,,,,11.26,,,,,,11.26,,,,,,,11.8,,,,,,11.8,,,,,,,11.72,,,,,,11.72,,,,,,,9.59,,,,,,9.59,,,,,,,9.56,,,,,,9.56,,,,,,,10.38,,,,,,10.38,,,,,,
I D F C First Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.04,13643.63,22.04,13643.63,,,22.04,0.54,21.5,,,,,18.9,14955.62,18.9,14955.62,,,,,,,,,,18,15220.45,18,15220.45,,,18,0.32,17.68,,,,,15.47,17592.39,15.47,17592.39,,,,,,,,,,13.38,14780.05,13.38,14780.05,,,,,,,,,,13.77,17621.53,13.77,17621.53,,,13.77,0.05,13.27,,,,,16.74,22723.88,16.74,22723.88,,,16.74,1.86,14.88,,,,,16.82,29401.07,16.82,29401.07,,,16.82,2.62,14.2,,,,,16.11,37306.53,16.11,37306.53,,,16.11,2.75,13.36
I N G Bank N V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78,,,,,,10.78,,,,,,,12.91,,,,,,12.91,,,,,,,12.79,,,,,,12.79,,,,,,,21.15,,,,,,21.15,,,,,,,15,,,,,,15,,,,,,,,,,,,,,,,,,,,20.72,,,,,,20.72,,,,,,,56.91,,,,,,56.91,,,,,,
I N G Vysya Bank Ltd. [Merged],12.24,,,,,,12.24,,,,,,,12.05,,,,,,12.05,,,,,,,11.57,,,,,,11.57,,,,,,,9.81,,,,,,9.81,,,,,,,11.05,,,,,,11.05,,,,,,,9.09,878.28,,,,,9.09,878.28,,,,,,10.67,1303.81,,,,,10.67,1303.81,,,,,,10.56,1539.25,,,,,10.56,1539.25,,,,,,10.2,1928.06,,,,,10.2,1928.06,,,,,,11.68,,11.65,2562.41,,,11.65,2562.41,,11.65,,,,12.94,,14.91,3054.99,,,14.91,3054.99,20494.42,14.91,,,,,,12.94,3407.62,,,12.94,3407.62,26333.03,12.94,,,,,,14,4795.92,,,14,4795.92,34267.27,14,,,,,,13.24,5618.45,,,13.24,5618.45,42421.55,13.24,,,,,,0,0,16.76,,16.76,,0,0,,,
India Post Payments Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.47,294.26,,,,,755.47,294.26,,,,,,767.99,796.89,,,,,767.99,796.89,,,,,,124.99,318.09,,,,,124.99,318.09,,,,,,79.24,255.45,,,,,79.24,255.45,,,,,,36.15,189.26,,,,,36.15,189.26,,,,,,40.83,277.76,,,,,40.83,277.76,,,,,,30.76,508.46,,,,,30.76,508.46,,,,,
Indian Bank,12.16,,12.71,7993.63,,,12.71,7993.63,,12.71,,,,12.83,,13.56,10137.87,,,13.56,10137.87,,13.56,,,,12.67,,13.47,11560.17,,,13.47,11560.17,,13.47,,,,11.59,,13.08,12805.79,,,13.08,12805.79,,13.08,,,,,,13.1,,12.64,,12.64,,,13.1,12.64,2.4,10.24,,,13.24,,12.86,,12.86,,,13.24,12.86,2.25,10.61,,,13.67,,13.2,,13.2,,,13.67,13.2,1.12,12.08,,,,,13.64,,13.64,,,,13.64,1.44,12.2,,,,,12.55,,12.55,,,,12.55,1.22,11.33,,,,,13.21,,13.21,,,,13.21,1.92,11.29,,,,,14.12,,14.12,,,,14.12,2.04,12.08,,,,,15.71,46844.81,15.71,46844.81,,,15.71,3.78,11.93,,,,,16.53,51100.08,16.53,51100.08,,,16.53,3.36,13.17,,,,,16.49,54991.89,16.49,54991.89,,,16.49,3.01,13.48,,,,,16.44,64484.44,16.44,64484.44,,,16.44,2.41,14.03
Indian Overseas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indusind Bank Ltd.,13.4,3399.45,15.33,3399.45,,,15.33,3399.45,22179.61,15.33,,,,14.39,4882.27,15.89,4882.27,,,15.89,4882.27,30716.03,15.89,,,,,,13.85,5427.71,,,13.85,5427.71,39203.31,13.85,,,,,,15.36,8185.47,,,15.36,8185.47,53283.4,15.36,,,,,,13.96,9387.53,13.83,,13.83,9387.53,67258.57,13.96,13.83,1.12,12.71,,,,,12.09,,12.09,,,,12.09,0.87,11.22,,,,,15.5,,15.5,,,,15.5,0.58,14.92,,,,,15.31,,15.31,,,,15.31,0.59,14.72,,,,,15.03,,15.03,,,,,,,,,,,14.16,,14.16,,,,,,,,,,,15.04,,15.04,,,,,,,,,,,17.38,47433.47,17.38,47433.47,,,,,,,,,,18.42,54371.05,18.42,54371.05,,,,,,,,,,17.86,60188.27,17.86,60188.27,,,17.86,,16.37,,,,,17.23,66115.58,17.23,66115.58,,,17.23,1.41,15.82
Industrial & Commercial Bank Of China Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,47.87,,47.87,,,0,,,,,,0,,27.72,,27.72,,,0,27.72,0.62,27.1,,,,,40.19,,40.19,,,,40.19,0.6,39.59,,,,,40.35,,40.35,,,,40.35,0.53,39.82,,,,,38.94,,38.94,,,,38.94,0.33,38.61,,,,,31.75,,31.75,,,,31.75,0.63,31.12,,,,,24.64,,24.64,,,,24.64,,24.31,,,,,32.56,719.46,32.56,719.46,,,,,,,,,,32.05,774.22,32.05,774.22,,,32.05,,30.35,,,,,30.85,789.98,30.85,789.98,,,30.86,,28.77
Industrial Bank Of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.3,,177.3,,,,156.03,0.19,155.84,,,,,140.52,,140.52,,,,140.53,0.7,139.82,,,,,99.16,,99.16,,,,99.16,0.7,98.46,,,,,121.65,,121.65,,,,121.65,0.82,120.83,,,,,108.51,,108.51,,,,108.51,0.67,107.84
"J P Morgan Chase Bank, National Association",11.76,,,,,,11.76,,,,,,,16.14,,,,,,16.14,,,,,,,17.72,,,,,,17.72,,,,,,,16.79,,15.9,2221.92,,,15.9,2221.92,,15.9,,,,24.47,,23.63,3026.58,,,23.63,3026.58,,23.63,,,,25.12,,22.99,3622.08,,,22.99,3622.08,,22.99,,,,23.96,,23.41,4769.49,,,23.41,4769.49,,23.41,,,,,,26.32,5314.07,26.89,,26.89,5314.07,,26.32,,,,,,0,0,25.58,,25.58,,,0,25.58,0.53,25.05,,,,,17.07,,17.07,,,,17.07,0.39,16.68,,,,,17.47,,17.47,,,,17.47,0.53,16.94,,,,,16.47,,16.47,,,,16.47,0.5,15.97,,,,,17.19,,17.19,,,,17.19,0.33,16.86,,,,,20.42,,20.42,,,,20.42,0.53,19.89,,,,,14.93,,14.93,,,,14.93,0.79,14.14
J S C Vtb Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.51,,317.51,110.28,,,317.51,110.28,,317.51,,,,225.93,,225.93,107.79,,,225.93,107.79,47.71,225.93,,,,123.59,,123.59,105.92,,,123.59,105.92,85.69,123.59,,,,86.96,,0,0,,,86.96,,0,0,,,,66.45,,66.45,111.78,,,66.45,111.78,168.21,66.45,,,,57.92,,0,0,,,34.71,,0,0,34.71,,,91.93,,,,,,91.92,,,,91.92,,,102.49,,,,,,102.48,,,,102.48,,,143.28,,,,,,143.28,,,,143.28,,,,,,,247.25,,247.25,,,,247.25,,,,,,,232.1,,232.1,,,,232.1,,,,,,,295.01,,295.01,,,,295.01,,
Jain Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,,,,,,6.87,,,,,,,10.4,,,,,,10.4,,,,,,,18.74,,,,,,18.74,,,,,,,18.74,,,,,,18.74,,,,,,,16.93,,,,,,16.93,,,,,,,17.6,,,,,,17.6,,,,,,,16.1,,,,,,16.1,,,,,,,16.47,,,,,,16.47,,,,,,,13.61,12.41,,,,,13.61,12.41,,,,,,13.45,11.42,,,,,13.45,11.42,,,,,
