,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone
S B M Bank (Mauritius) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.72,156.96,0.46,3.07,41.32,,,,,14.38,110.09,9.26,70.87,129,144.25,5.65,1.34,16.48,,,,,36.19,120.28,19.33,64.26,106.66,126.14,2.05,1.12,16.23,,,,,23.82,99.22,14.83,61.78,132.55,146.97,4.69,1.69,27.19,,,,,27.69,114.24,11,45.39
S V C Co-Operative Bank Ltd.,532.96,606.02,21.89,2.18,79.07,,,7.61,,94.96,459.3,17.42,84.27,628.74,705.49,24.16,2.53,124.64,,,6.68,,119.84,510.63,19.06,81.21,804.55,897.75,32.61,2.03,106.64,,,7.9,,149.09,708.93,18.15,86.29,979.42,1086.61,46.36,1.81,105.73,,,8.43,,176.68,884.58,17.65,88.37,1114.33,1227.25,45.05,1.57,106.14,,,8.19,,210.59,1023.35,18.5,89.9,1262.9,1411.66,61.35,1.49,94.67,,,8.15,,260.8,1199.27,19.88,91.44,1400.44,1563.27,59.88,1.19,82.27,,,7.92,,300.93,1361.63,20.55,92.98,1392.11,1651.18,74.65,1.74,66.76,,,7.1,,311.09,1415.73,20.1,91.45,1364.31,1545.62,70.82,1.44,116.81,,,6.49,,333.59,1308.66,23.21,91.06,1441.98,1620.05,80.61,1.38,91.02,,,6.26,,353.52,1369.32,23.49,90.99,1527.03,1729.36,83.1,1.25,123.64,,,6.29,,380.75,1427.39,23.99,89.92,1487.65,1671.47,37.25,1.41,194.02,,,5.69,,375.68,1350.4,24.7,88.77,1421,1617.69,44.66,1.48,201.79,,,4.85,3.17,405.86,1314.28,27.59,89.36,1609.66,1776.23,43.1,1.47,238.35,,,4.7,3.8,434.39,1452.83,27.15,90.81,1803.62,1981.6,50.46,1.57,269.61,,,5.4,3.66,460.48,1595.84,26.11,90.5
Sakura Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.79,26.64,0.27,,14.53,,,,,1.49,11.39,6.99,53.45,20.54,31.77,0.54,,16.89,,,,,1.72,13.94,7.03,57.01,34.03,46.91,,,24.43,,,,,2.15,21.95,5.84,59.58,53.25,70.13,,,34.91,,,,,3,34.56,5.58,64.27,85.47,105.66,0.03,,46.66,,,,,8.24,57.46,10.2,71.15,80.83,108.83,5.85,,23.57,,,,,10.5,77.86,9.79,72.59,77.2,99.1,0.05,,15.82,,,,,10.71,81.86,8.57,65.49,56.5,78.62,0.29,2.93,16.64,,,,,11.57,60.66,13.93,73.01,61.26,85.06,1.09,3.26,21.13,,,,,11.39,61.46,11.49,61.99
Samasta Nagar Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,5.74,0.18,,-1.36,,,,,1.88,6.87,27.17,99.28,5.74,6,0.14,,-1.2,,,,,1.94,6.99,27.48,99.01
Sangli Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.07,70.18,0.72,,1.8,,,,,21.67,67.33,31.2,96.95,71.54,80.32,2.64,,8.89,,,,,23.45,68.28,29.9,87.05,73.06,82.25,1.52,,9.12,,,,,24.77,71.2,30.68,88.2,60.54,100.57,1.99,,7.85,,,,,33.95,89.78,34.88,92.23,59.36,114.91,2.6,,8.39,,,,,32.7,99.78,29.76,90.82,58.35,136.06,2.34,,21.75,,,,,34.46,110.68,26.1,83.82,62.31,129.24,2.4,1.15,9.25,,,,,37.22,116.76,29.77,93.39,66.36,144.86,2.27,1.43,13.67,,,,,40.81,128.03,29.18,91.54,138.67,172.67,2.12,1.84,21.24,,,,,47.04,146.52,28.92,90.09,138.96,170.69,2.22,1.29,15.27,,,,,48.49,150.38,30.53,94.68,67.91,165.57,1.91,1.75,18.75,,,,,51.72,141.53,33.71,92.24
Santhal Parganas Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.47,34.96,,,-0.43,,,4.98,,14.84,33.85,43.01,98.12,31.76,34.59,0.05,,1.62,,,4.03,,13.86,31.38,41.3,93.5
Saptagiri Grameena Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saraswat Co-Operative Bank Ltd.,1286.7,1458.2,5.74,0.94,155.73,,,7.12,2.61,277.39,1258.73,20.48,92.92,1512.72,1685.34,5.57,1.53,295.89,,,6.24,3.52,317.63,1340.68,21.25,89.68,1921.54,2124.34,4.9,1.45,345.45,,,7.2,3.47,385.81,1715.2,20.89,92.88,2290.51,2543.64,3.98,0.58,420.21,,,7.7,3.3,428.27,2058.56,20.08,96.52,2379.59,2647.35,6.9,0.62,375.01,,,7.65,2.79,427.59,2204.52,18.74,96.59,2687.61,3022.43,8.34,0.88,250.73,,,7.76,2.41,523.48,2684.16,18.46,94.64,2870.64,3291.2,17.46,0.73,248.98,,,7.45,2.3,600.39,2906.24,19.57,94.74,3065.87,3509.51,14.09,0.84,527.2,,,6.82,2.29,579.76,2886.3,19.02,94.71,2959.03,3383.21,8.15,0.83,457.43,,,6.2,2.19,598.7,2815.14,20.13,94.66,3019.3,3464.73,9.09,1.47,563.83,,,5.87,2.62,658.87,2800.91,22.03,93.66,3232.57,3742.24,11.29,1.46,595.94,,,6.04,2.39,721.35,3084.81,22.07,94.36,3076.59,3711.8,19.97,1.55,669.42,,,5.37,2.14,726.78,2958.57,22.79,92.78,3029.12,3556.36,30.91,1.27,463.68,,,4.63,2.47,823.39,2914.92,26.34,93.25,3416.54,3973.18,31.25,1.73,688.81,,,4.49,3.1,882.38,3008.25,26.64,90.82,3960.45,4451.06,22.56,1.43,687.52,,,5.28,2.97,935.11,3582.05,22.76,87.18
Sarva U P Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satara Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64,10.93,0.06,,1.78,,,,,3.26,8.83,34.42,93.24,9.5,12.51,0.08,,1.37,,,,,3.53,10.74,29.97,91.17,10.15,16.89,0.05,,1.51,,,,,5.75,14.84,37.39,96.49,15.39,17.41,0.77,0.46,0.48,,,,,6.24,15.56,37.75,94.13,14.8,16.84,1.23,0.35,-0.09,,,5.44,,6.53,15.28,41.43,96.95
Saurashtra Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,162.34,179.72,0.99,125,21.25,,,6.17,,46.18,155.14,28.02,94.13,191.84,230.38,19.45,2.03,30.69,,,6.48,,48.03,178.21,24.08,89.35,229.48,253.97,1.22,1.46,35.38,,,6.43,,61.17,214.13,26.41,92.43,289.3,324.86,,1.65,46.86,,,6.64,2.67,68.52,267.48,22.99,89.75,315.4,346.63,,1.07,36.24,,,6.49,2.87,90.45,302.58,27.41,91.71,398.94,457.52,,2.56,95.1,,,5.69,3.31,88.93,356.27,21.23,85.04,465.5,516.57,,2.07,114.31,,,5.43,3.65,107.15,389.94,23.89,86.95,526.07,612.03,,2.88,64.23,,,5.21,3.96,233,530.15,40.07,91.17,579.24,651.82,31.2,2.05,88.62,,,5.26,3.76,199.04,522.14,32.21,84.5,618,716.27,42.33,2.95,124.75,,,4.68,3.77,202.88,529.71,32.68,85.33,660.36,781.98,68.88,3.41,208.18,,,4.21,3.96,175.28,497.87,29.36,83.4,744.62,819.05,20.33,2.85,242.96,,,4.19,3.88,177.24,548.64,27.67,85.66,891.19,998.74,36.53,,256.06,,,,,211.5,687.81,27.45,89.27
Scotia Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.88,616.1,42.82,3.71,281.18,,,,,51.46,290.06,12.13,68.37,662.58,899.31,57.45,3.97,380.3,,,,,75.11,454.88,11.51,69.72
Shalini Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,2.05,0.04,,0.27,,,,,0.41,1.72,23.56,98.85,2.44,2.5,0.06,,0.38,,,,,0.51,2.05,24.76,99.51
Shinhan Bank,16.79,21.47,0.19,3.45,8.81,,,,,4.67,12.17,28.92,75.36,25.23,28.11,0.2,3.52,12.92,,,,,8.37,14.51,37.8,65.54,48.21,53.78,0.59,4.02,25.28,,,,,12.44,27.19,30.62,66.92,63.87,72.26,0.15,4.6,33.66,,,,,12.23,37.89,23.09,71.53,69.32,81.91,0.18,4.88,46.26,,,,,12.86,35.06,22.31,60.82,89.23,102.42,0.18,3.99,53.87,,,,,17.24,47.34,22.38,61.46,145.11,162.55,0.2,4.46,76.33,,,,,21.22,83.69,17.88,70.54,205.03,224.4,0.06,3.71,88.09,,,,,28.92,133.74,16.03,74.13,274.48,302.73,0.54,3.05,106.17,,,,,35.65,193.65,14.44,78.42,288.07,332.86,0.46,3.12,110.18,,,,,50.2,202.39,19.86,80.06,331.9,361.68,1.59,2.52,113.27,,,,,54.22,240.35,18.28,81.02,447.36,486.92,0.63,2.04,127.41,,,,,72.54,354.46,17.47,85.39,527.39,578.25,0.39,1.39,115.29,,,,,89.91,454.3,17.48,88.32,587.73,654.19,3.41,1.68,139.12,,,,,101.81,504.72,17.52,86.85,669.77,740.37,0.38,1.83,178.85,,,,,120.94,555.19,17.57,80.66
Shivalik Mercantile Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,108.46,1.88,1.83,15.55,,,7.02,4.34,26.79,89.47,27.35,91.32,98.59,105.92,2.7,0.53,1.91,,,6.45,4.15,37.77,99.05,36.8,96.5,104.41,115.91,3.88,0.48,2.16,,,6.17,3.99,44.66,106.76,39.82,95.19,117.31,131.28,3.96,0.28,-0.49,,,6.4,4.06,48,120.63,37.11,93.27,120.04,135.53,2.55,0.72,6.39,,,6.11,4.16,48.61,120.35,36.76,91.01
Shivalik Small Finance Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.21,,,-0.87,,,,,1.08,1.08,124.14,124.14,130.86,146.31,,0.29,4.94,1126.34,,5.59,4.16,61.03,136.06,41.92,93.47,203.63,218.81,0.95,0.3,5.41,,,5.51,5.05,97.07,203.49,44.68,93.65
Shree Suvarna Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.21,37.71,0.11,,6.03,,,,,4.78,31.23,13.43,87.72,48.21,48.85,0.18,,5.21,,,,,6.6,42.96,14.45,94.09,74.5,80.04,0.34,,7.49,,,,,8.74,71.27,11.22,91.51,98.87,105.01,1.03,2.02,13.27,,,,,9.04,89.86,8.88,88.26
Shreeji Bhatia Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,,,0.07,,,,,0,0,0,0,0.36,0.36,,,-0.07,,,,,0.11,0.38,25.58,88.37,0.63,0.68,,,-0.03,,,,,0.16,0.67,22.54,94.37,0.81,0.87,,,0.01,,,,,0.16,0.8,18.39,91.95,0.85,0.88,,,0.01,,,,,0.16,0.81,18.18,92.05,0.82,0.85,,,0.11,,,,,0.14,0.69,18.18,89.61,0.62,0.64,,,0.1,,,,,0.14,0.53,24.56,92.98,0.61,0.64,0.01,,0.07,,,,,0.16,0.55,27.12,93.22,0.65,0.68,0.01,,0.09,,,,,0.16,0.57,25.81,91.94
Shri Arihant Co-Op. Bank Ltd.,8.58,9.05,0.07,,1.05,,,,,2.42,7.6,30.52,95.84,9.63,10.15,0.11,,1.26,,,,,2.84,8.43,30.84,91.53,11.91,12.54,0.29,1.86,2.02,,,,,2.89,9.82,26.78,91.01,13.42,14.22,0.12,1.92,2.27,,,,,3.81,11.49,30.41,91.7,15.88,16.73,0.11,1.76,2.15,,,,,4.09,14.01,26.7,91.45,18.12,19.07,0.12,1.5,2.72,,,5.95,,5.42,15.51,31.49,90.12,21.65,22.75,0.14,1.49,3.47,,,6.35,,6.45,18.62,31.96,92.27,30.67,36.11,0.15,,2.96,,,,,10.11,32.24,29.78,94.96,33,35.71,0.19,0.92,3.5,,,,,10.46,31.4,32.05,96.2,31.63,33.76,0.3,0.48,1.56,,,,,10.89,31.31,33.43,96.1,31.99,35.29,0.16,0.64,2.34,,,5.77,,12.36,32.32,36.52,95.51,29.97,33.63,0.1,0.73,3.24,,,5.64,,9.09,29.93,29.28,96.42,28.9,31.38,0.14,0.09,0.53,,,5.2,2.68,10.65,30.42,34.96,99.87,28.58,30.34,0.14,0.03,-0.43,,,4.84,3.01,11.14,30.27,36.46,99.08,27.72,29.62,0.14,,-0.01,,,,,12.34,29,41.15,96.7
Siam Commercial Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.55,,,0.24,,,,,1.13,1.21,77.4,82.88,13.05,15.03,0.13,,8.14,,,,,2.46,6.42,22.47,58.63,20.07,25.66,0.07,,9.77,,,,,2.48,15.37,12.7,78.7,14.21,18.49,0.1,,7.52,,,,,2.22,10.52,15.02,71.18,15.64,20.61,0.1,5.48,8.84,,,,,2.31,11.48,13.54,67.29,10.06,14.97,0.08,-0.41,2.06,,,,,2.19,12.49,11.94,68.1
Societe Generale,168.43,231.84,12.41,3.97,56.93,,,,,60.25,157.02,31.34,81.67,108.64,142.11,7.61,0.78,10.21,,,,,57.41,119.26,41.69,86.6,182.26,273.41,72.52,1.93,-31.8,,,,,51.57,227.78,20.43,90.23,221.56,253.59,3.17,1.93,56.56,,,,,40.68,187.79,18.35,84.72,243.57,276.92,3.35,1.97,63.47,,,,,59.4,200.87,24.75,83.69,259.92,312.08,23.74,1.87,37.06,,,,,76.56,235,27.02,82.94,380.37,489.75,,1.54,83.02,,,,,133.99,389.07,29.76,86.41,404.92,500.22,29.56,1.71,39.71,,,,,86.63,366.77,19.57,82.86,307.59,374.82,4.36,1,46.61,,,,,104.17,306.85,27.83,81.97,253.62,346.42,19.95,2.07,62.23,70,,,,108.47,249.59,32.97,75.85,307.14,422.89,6.38,1.67,100.3,148.92,,,,116.32,303.76,27.87,72.78,315.6,745.94,2.54,1.42,112.2,78.92,,,,133.16,598.5,18.93,85.08,301.69,451.01,3.5,1.79,194.95,78.92,,,,108.62,209.73,30.8,59.48,321.08,366.52,4.5,2.34,112.05,,,,,131.58,238.82,43.93,79.73,427.3,487.63,4.32,1.44,84.8,,,,,158.88,392.85,36.3,89.76
Solapur District Central Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.36,111.93,0.85,,7.54,,,,,14.23,103.08,13.69,99.19,99.21,123.82,1.1,,3.38,,,,,14.71,118.89,12.16,98.26
Sonali Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,4.66,0.22,,2.67,,,,,1.42,1.76,42.26,52.38,0.92,5.66,0.02,,3.45,,,,,1.62,2.16,41.97,55.96
South Gujarat Local Area Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.37,4.28,0.02,1.81,0.52,,,,,1.33,3.45,35.47,92,1.94,2.56,,-6.13,-0.78,,,,,1.57,2.95,36.68,68.93,1.07,1.25,,-14.44,-1.3,,,,,1.09,2.17,26.46,52.67
South Indian Bank Ltd.,1935.72,2191.32,79.98,1.87,371.58,,,,,349.42,1722.91,17.85,88.01,2446.01,2646.62,103.81,1.88,413.04,,,,,439.72,2106.76,18.68,89.49,3583.43,3835.71,141.44,1.82,495.19,,,,,586.09,3166.83,17.07,92.22,4434.29,4777.99,207.09,1.98,629.78,,,,,727.28,3898.97,17.01,91.19,5015.07,5429.13,215.71,1.75,696.29,,,,,838.28,4471.3,17.03,90.85,5286.23,5858.01,255.34,1.59,547.61,,,,,982.43,4922.67,17.7,88.68,5557.19,6149.98,283.82,1.45,565.69,,,,,1080.81,5164.96,18.58,88.8,5847.09,6661.21,363.46,1.77,846.02,,,,,1111.03,5295.88,17.72,84.48,6192.81,7089.17,566.59,1.91,597.48,,,,,1258.25,5823.4,18.63,86.22,6876.52,7628.22,507.41,1.43,591.32,,,,,1437.3,6448.47,19.47,87.37,7763.8,8828.85,557.71,1.71,804.32,,,,2.66,1639.92,7386.89,18.8,84.67,7305.45,8780.78,667.52,1.64,993.77,,,,2.71,1891.83,6879.43,21.7,78.9,6586.54,7979.12,755.74,1.27,386.93,,,,2.62,1942.28,6569.15,24.48,82.8,7233.18,8725.23,829.43,1.43,430.82,,,4.35,3.3,2229.9,6903.5,28.05,86.83,8612.8,10244.39,1026.84,1.62,742.73,,,5.1,3.31,2889.55,8191.57,31.5,89.29
South Indian Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,3.47,,,0.57,,,,,0.96,2.85,30.97,91.94,3.8,3.97,,,0.42,,,,,1.2,3.5,32.79,95.63,3.59,4.92,0.14,,0.21,,,,,1.62,4.47,34.32,94.7,6.98,8.72,0.14,,0.24,,,,,2.22,8.14,26.15,95.88,8.2,11.08,0.29,,0.5,,,,,2.66,9.92,24.74,92.28,19.26,20.38,0.7,,1.66,,,,,4.98,17.59,25.13,88.75,22.06,24.96,0.28,1.84,3.56,,,,,5.27,20.32,24.04,92.7,23.03,24.03,0.13,-3.96,-10.15,,,,,7.79,33.05,18.56,78.73
Sree Narayana Guru Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.82,0.04,,0.18,,5.23,5.15,,0.19,0.56,31.15,91.8,0.89,1.01,0.08,,0.16,,5.55,6.17,,0.23,0.73,29.87,94.81,5.99,7.54,0.01,1.43,0.44,,,7.18,,1.72,6.82,23.53,93.3,6.26,6.95,0.01,0.7,0.49,,,6.65,,1.8,6.29,26.91,94.02,6.27,7.05,,1,0.38,,,6.36,,2.08,6.53,30.63,96.17,6.24,6.84,0.01,,0.21,,,6.42,,2.16,6.49,29.55,88.78,5.34,6.73,0.02,1.11,0.43,,,6.47,,2.02,5.97,30.79,91.01,5.79,6.54,0.01,0.25,-0.08,,,5.77,3.05,2.32,6.48,34.17,95.43,5.86,6.69,0.02,0.68,0.62,,,4.81,2.78,2.29,5.92,35.73,92.36
Srinivasaperumal Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0
